Draw Date,Draw 1,Draw 2,Draw 3,Draw 4,Draw 5,Draw 6,LPlay
6/16/2021,8,14,20,28,44,46,L
6/19/2021,5,18,25,30,47,48,L
6/23/2021,10,14,35,42,50,52,L
6/26/2021,6,15,22,25,33,44,L
6/30/2021,7,14,16,19,28,34,L
7/3/2021,20,25,35,37,39,48,L
7/7/2021,7,11,15,37,45,51,L
7/10/2021,2,10,13,33,39,48,L
7/14/2021,10,15,21,31,32,53,L
7/17/2021,1,2,5,15,31,49,L
7/21/2021,3,25,33,47,51,53,L
7/24/2021,7,13,18,21,32,48,L
7/28/2021,11,27,28,31,47,48,L
7/31/2021,4,5,12,37,49,50,L
8/4/2021,14,19,25,30,37,40,L
8/7/2021,10,14,16,27,41,47,L
8/11/2021,3,23,33,37,38,45,L
8/14/2021,10,18,26,37,43,53,L
8/18/2021,12,21,31,40,43,53,L
8/21/2021,28,30,34,40,46,49,L
8/25/2021,12,17,18,22,36,52,L
8/28/2021,2,5,9,18,22,25,L
9/1/2021,1,13,18,21,37,43,L
9/4/2021,12,13,19,21,42,53,L
9/8/2021,19,24,25,28,36,41,L
9/11/2021,1,22,49,50,51,53,L
9/15/2021,3,6,29,31,44,46,L
9/18/2021,16,17,30,31,40,44,L
9/22/2021,9,16,29,33,43,45,L
9/25/2021,4,7,13,22,32,50,L
9/29/2021,17,26,35,45,52,53,L
10/2/2021,16,23,27,32,48,50,L
10/6/2021,8,25,31,37,50,53,L
10/9/2021,19,20,30,36,44,51,L
10/13/2021,1,13,23,28,33,38,L
10/16/2021,10,21,27,30,31,32,L
10/20/2021,14,26,27,38,40,45,L
10/23/2021,2,6,34,36,44,50,L
10/27/2021,13,15,22,30,31,32,L
10/30/2021,22,31,35,43,44,51,L
11/3/2021,22,29,42,46,47,52,L
11/6/2021,2,5,19,30,31,46,L
11/10/2021,9,20,31,32,40,45,L
11/13/2021,1,4,10,13,24,45,L
11/17/2021,13,19,31,36,41,51,L
11/20/2021,8,11,26,29,40,44,L
11/24/2021,6,10,22,25,28,48,L
11/27/2021,2,3,6,12,20,51,L
12/1/2021,15,22,25,27,36,45,L
12/4/2021,9,15,19,20,24,47,L
12/8/2021,16,18,25,30,49,50,L
12/11/2021,9,37,41,43,45,51,L
12/15/2021,4,13,23,39,44,46,L
12/18/2021,6,7,15,25,27,42,L
12/22/2021,7,19,27,40,44,46,L
12/25/2021,2,8,27,40,43,47,L
12/29/2021,10,14,15,27,35,45,L
1/1/2022,2,8,20,31,39,51,L
1/5/2022,9,38,42,45,48,51,L
1/8/2022,9,13,28,38,48,49,L
1/12/2022,2,9,17,33,34,35,L
1/15/2022,13,18,22,40,45,50,L
1/19/2022,5,12,30,31,48,49,L
1/22/2022,9,24,32,39,51,52,L
1/26/2022,9,15,17,25,45,46,L
1/29/2022,17,22,26,33,39,47,L
2/2/2022,5,17,26,47,52,53,L
2/5/2022,4,6,36,39,42,44,L
2/9/2022,7,9,35,38,45,47,L
2/12/2022,2,6,13,16,32,47,L
2/16/2022,2,10,18,29,31,49,L
2/19/2022,15,26,36,43,44,53,L
2/23/2022,8,24,35,36,45,52,L
2/26/2022,21,23,34,35,38,39,L
3/2/2022,16,32,35,39,40,43,L
3/5/2022,9,12,13,19,21,31,L
3/9/2022,2,12,14,24,48,50,L
3/12/2022,17,21,25,31,40,44,L
3/16/2022,8,27,34,36,38,50,L
3/19/2022,1,9,16,25,31,32,L
3/23/2022,6,9,12,17,19,41,L
3/26/2022,18,22,24,48,51,53,L
3/30/2022,5,9,25,44,47,48,L
4/2/2022,4,13,23,25,28,45,L
4/6/2022,5,7,10,26,36,48,L
4/9/2022,2,26,38,40,43,50,L
4/13/2022,21,30,38,43,48,49,L
4/16/2022,27,37,39,40,44,47,L
4/20/2022,3,13,32,33,38,50,L
4/23/2022,2,13,27,30,39,42,L
4/27/2022,6,27,38,48,49,52,L
4/30/2022,4,5,10,38,39,46,L
5/4/2022,7,9,11,37,41,48,L
5/7/2022,22,30,33,37,44,53,L
5/11/2022,3,5,6,7,8,10,L
5/14/2022,5,6,11,17,24,33,L
5/18/2022,5,13,26,29,34,45,L
5/21/2022,23,27,31,35,47,49,L
5/25/2022,4,13,29,32,46,53,L
5/28/2022,2,7,14,16,28,30,L
6/1/2022,11,15,33,38,42,51,L
6/4/2022,1,2,8,13,19,50,L
6/8/2022,2,8,9,15,43,50,L
6/11/2022,1,9,38,45,51,52,L
6/15/2022,10,14,15,23,41,48,L
6/18/2022,9,37,42,44,45,50,L
6/22/2022,19,20,24,32,51,52,L
6/25/2022,2,3,7,22,36,43,L
6/29/2022,5,8,23,31,40,52,L
7/2/2022,3,5,9,20,34,47,L
7/6/2022,7,18,20,40,43,45,L
7/9/2022,2,9,33,37,40,47,L
7/13/2022,13,21,24,31,32,33,L
7/16/2022,2,4,13,23,39,40,L
7/20/2022,27,32,36,38,40,48,L
7/23/2022,7,11,20,32,42,51,L
7/27/2022,20,23,25,26,36,50,L
7/30/2022,6,7,9,25,45,50,L
8/3/2022,3,9,18,19,25,40,L
8/6/2022,4,10,12,26,34,51,L
8/10/2022,6,11,40,42,47,50,L
8/13/2022,6,15,17,20,47,49,L
8/17/2022,5,11,20,24,29,35,L
8/20/2022,17,28,29,38,49,50,L
8/24/2022,5,7,16,21,30,35,L
8/27/2022,6,18,28,30,41,44,L
8/31/2022,8,13,30,32,36,49,L
9/3/2022,7,16,23,33,50,51,L
9/7/2022,1,6,31,35,37,49,L
9/10/2022,1,4,12,19,43,44,L
9/14/2022,21,25,28,39,41,45,L
9/17/2022,3,13,19,39,48,52,L
9/21/2022,7,10,15,19,20,49,L
9/24/2022,7,36,43,44,49,50,L
9/28/2022,15,19,36,44,46,50,L
10/1/2022,20,29,37,38,43,45,L
10/5/2022,10,15,24,25,32,49,L
10/8/2022,3,13,15,25,26,36,L
10/12/2022,8,13,31,35,43,51,L
10/15/2022,2,5,10,44,49,50,L
10/19/2022,11,23,27,29,31,33,L
10/22/2022,3,30,32,36,51,53,L
10/26/2022,11,18,20,30,42,53,L
10/29/2022,10,15,24,37,39,41,L
11/2/2022,9,11,16,20,33,37,L
11/5/2022,5,28,31,38,44,53,L
11/9/2022,5,7,14,25,43,51,L
11/12/2022,1,5,8,17,23,32,L
11/16/2022,10,11,12,40,47,50,L
11/19/2022,1,7,8,22,45,49,L
11/23/2022,18,19,28,29,32,51,L
11/26/2022,5,8,23,29,31,42,L
11/30/2022,13,15,29,30,33,48,L
12/3/2022,6,10,13,24,27,50,L
12/7/2022,11,14,17,26,48,53,L
12/10/2022,12,15,18,21,22,46,L
12/14/2022,6,10,22,30,37,43,L
12/17/2022,4,6,8,17,18,50,L
12/21/2022,15,17,34,35,43,48,L
12/24/2022,5,13,17,20,27,53,L
12/28/2022,21,28,31,36,37,50,L
12/31/2022,4,15,17,21,24,49,L
1/4/2023,3,9,13,15,30,42,L
1/7/2023,4,5,9,19,24,52,L
1/11/2023,7,14,16,17,31,35,L
1/14/2023,5,15,27,29,41,43,L
1/18/2023,9,11,15,16,24,30,L
1/21/2023,12,13,17,25,42,46,L
1/25/2023,4,7,10,34,36,44,L
1/28/2023,7,9,18,20,28,36,L
2/1/2023,2,4,13,23,28,32,L
2/4/2023,1,8,18,27,34,45,L
2/8/2023,1,19,24,25,29,46,L
2/11/2023,5,17,34,45,49,52,L
2/15/2023,1,8,29,41,42,48,L
2/18/2023,23,36,38,43,46,53,L
2/22/2023,17,20,22,40,43,51,L
2/25/2023,1,9,10,16,26,28,L
3/1/2023,1,23,29,37,39,45,L
3/4/2023,15,18,20,35,47,51,L
3/8/2023,8,26,29,37,49,50,L
3/11/2023,10,30,31,34,36,49,L
3/15/2023,1,19,25,32,38,47,L
3/18/2023,14,21,26,38,45,49,L
3/22/2023,17,31,41,42,45,49,L
3/25/2023,9,11,16,23,24,34,L
3/29/2023,10,19,20,22,39,51,L
4/1/2023,6,32,36,37,39,47,L
4/5/2023,4,5,21,39,43,48,L
4/8/2023,1,3,9,34,35,42,L
4/12/2023,6,9,10,22,26,43,L
4/15/2023,1,2,28,29,38,44,L
4/19/2023,13,35,42,43,49,53,L
4/22/2023,7,9,19,21,35,40,L
4/26/2023,4,7,8,18,38,52,L
4/29/2023,14,18,21,33,35,48,L
5/3/2023,2,12,17,28,47,48,L
5/6/2023,5,9,13,29,38,41,L
5/10/2023,8,11,19,39,43,45,L
5/13/2023,7,9,12,13,16,46,L
5/17/2023,1,9,10,11,13,38,L
5/20/2023,4,17,33,48,51,52,L
5/24/2023,5,19,24,27,34,35,L
5/27/2023,6,17,27,29,46,52,L
5/31/2023,7,12,17,27,29,53,L
6/3/2023,2,9,16,17,35,50,L
6/7/2023,8,11,19,31,44,47,L
6/10/2023,5,6,11,25,28,38,L
6/14/2023,9,13,15,46,51,52,L
6/17/2023,5,16,27,38,39,49,L
6/21/2023,12,23,24,31,34,49,L
6/24/2023,4,7,13,15,35,49,L
6/28/2023,9,12,13,16,23,36,L
7/1/2023,9,17,25,29,35,49,L
7/5/2023,7,16,19,33,39,43,L
7/8/2023,1,2,6,10,36,48,L
7/12/2023,23,24,31,46,47,52,L
7/15/2023,1,4,7,10,13,43,L
7/19/2023,2,8,9,32,41,45,L
7/22/2023,1,7,11,37,48,53,L
7/26/2023,2,5,6,28,32,49,L
7/29/2023,8,19,22,26,32,39,L
8/2/2023,26,27,44,46,47,50,L
8/5/2023,8,9,22,25,37,44,L
8/9/2023,6,8,13,20,33,42,L
8/12/2023,5,12,13,23,41,51,L
8/16/2023,12,15,23,27,39,41,L
8/19/2023,7,14,31,46,51,52,L
8/23/2023,5,10,21,27,39,50,L
8/26/2023,1,3,4,26,29,40,L
8/30/2023,8,11,19,23,25,32,L
9/2/2023,8,14,38,44,45,51,L
9/6/2023,1,22,29,37,51,52,L
9/9/2023,18,34,39,42,48,53,L
9/13/2023,1,3,6,10,18,23,L
9/16/2023,14,15,25,36,45,49,L
9/20/2023,4,20,21,35,42,45,L
9/23/2023,13,26,28,32,33,41,L
9/27/2023,5,13,29,35,42,45,L
9/30/2023,7,9,12,15,24,46,L
10/4/2023,5,9,14,32,41,53,L
10/7/2023,6,12,18,37,39,48,L
10/11/2023,5,9,15,26,46,53,L
10/14/2023,11,30,31,33,45,52,L
10/18/2023,4,8,13,20,22,27,L
10/21/2023,3,8,10,26,36,48,L
10/25/2023,6,10,29,32,41,50,L
10/28/2023,15,23,31,32,37,51,L
11/1/2023,2,15,27,33,34,53,L
11/4/2023,7,15,22,24,44,47,L
11/8/2023,3,17,18,26,39,53,L
11/11/2023,8,16,22,27,43,53,L
11/15/2023,35,39,41,42,44,49,L
11/18/2023,5,21,31,32,34,48,L
11/22/2023,3,4,6,30,36,52,L
11/25/2023,4,12,24,27,30,32,L
11/29/2023,13,17,24,40,46,48,L
12/2/2023,1,20,41,42,45,49,L
12/6/2023,2,23,30,44,45,48,L
12/9/2023,2,27,30,32,45,48,L
12/13/2023,2,7,26,40,47,51,L
12/16/2023,4,10,16,27,41,52,L
12/20/2023,3,26,33,44,46,51,L
12/23/2023,1,14,20,33,34,38,L
12/27/2023,2,8,19,21,27,46,L
12/30/2023,2,4,14,15,34,52,L
1/3/2024,5,9,34,40,42,43,L
1/6/2024,3,8,25,31,34,40,L
1/10/2024,6,30,33,34,40,46,L
1/13/2024,5,19,21,23,24,48,L
1/17/2024,6,36,37,42,45,52,L
1/20/2024,11,19,32,44,49,51,L
1/24/2024,10,14,22,36,37,39,L
1/27/2024,3,23,33,37,45,50,L
1/31/2024,1,7,25,45,46,50,L
2/3/2024,5,7,12,22,25,39,L
2/7/2024,7,12,15,18,25,53,L
2/10/2024,14,18,23,39,41,53,L
2/14/2024,18,24,26,28,30,32,L
2/17/2024,14,16,20,22,43,51,L
2/21/2024,2,7,15,25,35,36,L
2/24/2024,8,9,29,36,49,51,L
2/28/2024,4,8,32,35,37,45,L
3/2/2024,9,10,19,45,47,49,L
3/6/2024,23,35,38,40,43,50,L
3/9/2024,1,8,11,21,36,38,L
3/13/2024,1,20,30,47,48,52,L
3/16/2024,8,17,33,45,49,53,L
3/20/2024,2,10,13,16,32,41,L
3/23/2024,4,18,24,34,36,52,L
3/27/2024,16,34,42,43,44,52,L
3/30/2024,20,26,30,42,45,46,L
4/3/2024,20,21,25,30,34,37,L
4/6/2024,4,14,18,20,23,48,L
4/10/2024,7,8,16,17,25,33,L
4/13/2024,1,14,36,38,42,43,L
4/17/2024,3,19,20,41,47,50,L
4/20/2024,12,29,30,34,37,39,L
4/24/2024,20,31,35,38,39,43,L
4/27/2024,14,19,29,31,42,53,L
5/1/2024,11,17,20,24,51,52,L
5/4/2024,10,16,25,37,47,50,L
5/8/2024,3,11,17,26,50,53,L
5/11/2024,2,11,15,16,18,26,L
5/15/2024,4,8,17,24,40,44,L
5/18/2024,7,16,18,20,26,41,L
5/22/2024,27,38,46,49,50,51,L
5/25/2024,3,17,25,31,33,50,L
5/29/2024,7,30,31,42,49,53,L
6/1/2024,4,19,38,43,47,50,L
6/5/2024,8,9,20,23,42,44,L
6/8/2024,5,12,16,33,34,38,L
6/12/2024,12,14,15,23,25,41,L
6/15/2024,12,15,16,23,36,43,L
6/19/2024,4,22,30,41,43,52,L
6/22/2024,8,17,20,25,37,50,L
6/26/2024,6,19,30,35,41,49,L
6/29/2024,11,12,17,20,31,43,L
7/3/2024,11,15,17,27,43,51,L
7/6/2024,1,2,19,36,40,52,L
7/10/2024,24,29,36,37,39,47,L
7/13/2024,6,16,17,26,27,51,L
7/17/2024,8,9,25,30,46,48,L
7/20/2024,1,14,25,31,34,37,L
7/24/2024,5,12,34,35,36,51,L
7/27/2024,24,26,35,39,43,51,L
7/31/2024,16,19,26,29,45,46,L
8/3/2024,1,10,31,39,50,53,L
8/7/2024,10,11,14,17,39,49,L
8/10/2024,7,11,16,20,39,48,L
8/14/2024,8,16,24,27,48,49,L
8/17/2024,2,5,6,28,40,52,L
8/21/2024,10,33,39,46,48,49,L
8/24/2024,5,19,34,37,41,42,L
8/28/2024,28,32,33,37,39,44,L
8/31/2024,10,24,29,36,40,44,L
9/4/2024,2,5,34,36,50,52,L
9/7/2024,7,21,39,40,47,52,L
9/11/2024,24,25,44,48,51,52,L
9/14/2024,7,14,34,45,47,50,L
,,,,,,,
